가련하다	슬픔	0.4819999933242798
가상하다	기쁨	0.8920000195503235
가소롭다	슬픔	0.4749999940395355
가엾다	슬픔	0.6100000143051147
가증스럽다	슬픔	0.5260000228881836
가증하다	혐오	0.6209999918937683
간절하다	놀람	0.828000009059906
감개무량하다	사랑	0.37400001287460327
감격스럽다	슬픔	0.32899999618530273
감격하다	놀람	0.46299999952316284
감동시키다	기쁨	0.906000018119812
감미롭다	기쁨	0.7509999871253967
감사하다	기쁨	0.9269999861717224
갑갑하다	슬픔	0.3970000147819519
같잖다	사랑	0.45500001311302185
개운하다	사랑	0.4860000014305115
갸륵하다	기쁨	0.3889999985694885
거북스럽다	혐오	0.746999979019165
거북하다	기쁨	0.4009999930858612
거추장스럽다	사랑	0.35199999809265137
걱정스럽다	슬픔	0.44699999690055847
걱정하다	슬픔	0.38999998569488525
건방지다	슬픔	0.2879999876022339
겸연쩍다	슬픔	0.45399999618530273
겹다	분노	0.781000018119812
경사스럽다	사랑	0.3970000147819519
경이롭다	분노	0.6079999804496765
고깝다	슬픔	0.7749999761581421
고단하다	슬픔	0.671999990940094
고달프다	슬픔	0.43700000643730164
고독하다	기쁨	0.4449999928474426
고루하다	슬픔	0.3370000123977661
고리타분하다	사랑	0.35600000619888306
고립시키다	혐오	0.3310000002384186
고맙다	기쁨	0.9120000004768372
고민하다	슬픔	0.6019999980926514
고소하다	혐오	0.4059999883174896
고약하다	슬픔	0.6119999885559082
고통스럽다	슬픔	0.4909999966621399
고프다	슬픔	0.597000002861023
곤란하다	혐오	0.4189999997615814
곤하다	슬픔	0.36000001430511475
곤혹스럽다	기쁨	0.8700000047683716
과분하다	분노	0.6970000267028809
괘씸하다	혐오	0.527999997138977
괜찮다	기쁨	0.29899999499320984
괴로워하다	기쁨	0.8820000290870667
괴롭다	혐오	0.6880000233650208
괴롭히다	혐오	0.7319999933242798
구수하다	슬픔	0.24899999797344208
구슬프다	기쁨	0.46000000834465027
군색하다	사랑	0.39899998903274536
궁금하다	슬픔	0.5400000214576721
궁색하다	슬픔	0.28999999165534973
권태롭다	슬픔	0.6019999980926514
귀엽다	기쁨	0.8339999914169312
귀찮다	혐오	0.527999997138977
귀찮아하다	혐오	0.5509999990463257
그리워하다	기쁨	0.9160000085830688
그립다	기쁨	0.9419999718666077
근사하다	사랑	0.3109999895095825
기뻐하다	기쁨	0.9390000104904175
기쁘다	기쁨	0.9589999914169312
기특하다	슬픔	0.4429999887943268
긴장되다	기쁨	0.29600000381469727
긴장시키다	분노	0.33799999952316284
긴장하다	기쁨	0.6759999990463257
까다롭다	슬픔	0.4000000059604645
껄끄럽다	사랑	0.47600001096725464
끔찍하다	기쁨	0.7559999823570251
나른하다	분노	0.33500000834465027
난감하다	혐오	0.25200000405311584
난처하다	사랑	0.5329999923706055
난해하다	기쁨	0.2770000100135803
낭패스럽다	혐오	0.2809999883174896
낭패하다	기쁨	0.41100001335144043
낯간지럽다	사랑	0.43700000643730164
낯뜨겁다	슬픔	0.43799999356269836
낯모르다	분노	0.30000001192092896
낯설다	슬픔	0.42800000309944153
낯익다	슬픔	0.5419999957084656
내키다	사랑	0.7319999933242798
노곤하다	기쁨	0.30799999833106995
노여워하다	사랑	0.6859999895095825
노엽다	사랑	0.40799999237060547
노하다	슬픔	0.36899998784065247
놀라다	사랑	0.3160000145435333
놀랍다	기쁨	0.7850000262260437
놀래다	사랑	0.5329999923706055
뉘우치다	기쁨	0.8489999771118164
느긋하다	기쁨	0.3179999887943268
느끼하다	기쁨	0.7599999904632568
능멸하다	혐오	0.5230000019073486
능청맞다	슬픔	0.48100000619888306
능청스럽다	슬픔	0.49000000953674316
단조롭다	기쁨	0.4690000116825104
달갑다	슬픔	0.3790000081062317
달다	분노	0.4399999976158142
담담하다	슬픔	0.7829999923706055
답답하다	분노	0.5059999823570251
대견스럽다	슬픔	0.43299999833106995
대견하다	슬픔	0.6480000019073486
대수롭다	기쁨	0.6010000109672546
더럽다	혐오	0.6830000281333923
더부룩하다	사랑	0.4429999887943268
덤덤하다	슬픔	0.39100000262260437
덥다	슬픔	0.3930000066757202
덧없다	슬픔	0.47699999809265137
동요되다	사랑	0.8389999866485596
동요시키다	사랑	0.8429999947547913
동하다	사랑	0.5450000166893005
두려워하다	혐오	0.35100001096725464
두렵다	혐오	0.4950000047683716
따갑다	사랑	0.4269999861717224
따분하다	사랑	0.46000000834465027
딱하다	슬픔	0.5299999713897705
땡기다	분노	0.7950000166893005
뜨끔하다	기쁨	0.7630000114440918
마비시키다	분노	0.8769999742507935
막막하다	슬픔	0.257999986410141
막연하다	슬픔	0.4959999918937683
만만하다	혐오	0.3160000145435333
만무하다	놀람	0.4099999964237213
만족되다	기쁨	0.9020000100135803
만족스럽다	기쁨	0.9290000200271606
만족시키다	혐오	0.4189999997615814
만족하다	기쁨	0.9570000171661377
망신스럽다	혐오	0.4359999895095825
망신시키다	분노	0.6499999761581421
매료당하다	슬픔	0.5049999952316284
매료되다	슬픔	0.3970000147819519
매료시키다	사랑	0.42800000309944153
매료하다	슬픔	0.5950000286102295
매스껍다	사랑	0.5950000286102295
매혹당하다	슬픔	0.39899998903274536
매혹되다	사랑	0.43799999356269836
매혹시키다	사랑	0.5659999847412109
매혹하다	기쁨	0.36500000953674316
맥빠지다	기쁨	0.47600001096725464
머쓱하다	사랑	0.3310000002384186
멋쩍다	기쁨	0.7099999785423279
멍하다	사랑	0.45100000500679016
못마땅하다	놀람	0.29499998688697815
몽롱하다	사랑	0.3370000123977661
무료하다	기쁨	0.9409999847412109
무상하다	기쁨	0.5329999923706055
무서워하다	기쁨	0.7170000076293945
무섭다	기쁨	0.9200000166893005
무안하다	사랑	0.4000000059604645
뭉클하다	기쁨	0.8690000176429749
미덥다	사랑	0.40400001406669617
미심쩍다	사랑	0.5199999809265137
미심쩍어하다	사랑	0.5519999861717224
미안스럽다	기쁨	0.5370000004768372
미안쩍다	사랑	0.6579999923706055
미안하다	기쁨	0.7710000276565552
미안해하다	기쁨	0.7580000162124634
미치다	분노	0.6150000095367432
민망스럽다	혐오	0.8799999952316284
민망하다	혐오	0.6830000281333923
민망해하다	혐오	0.6840000152587891
믿음직스럽다	기쁨	0.9380000233650208
믿음직하다	기쁨	0.925000011920929
밉다	사랑	0.38199999928474426
밉살맞다	사랑	0.5490000247955322
밉살스럽다	혐오	0.5320000052452087
반갑다	슬픔	0.38999998569488525
반기다	사랑	0.3230000138282776
버겁다	기쁨	0.3100000023841858
벅차다	기쁨	0.6520000100135803
번거롭다	기쁨	0.26600000262260437
부끄러워하다	혐오	0.597000002861023
부끄럽다	슬픔	0.6610000133514404
부러워하다	기쁨	0.6349999904632568
부럽다	기쁨	0.9610000252723694
부르다	사랑	0.3160000145435333
부질없다	사랑	0.421999990940094
분노하다	혐오	0.2460000067949295
분풀이하다	분노	0.8389999866485596
분하다	분노	0.8569999933242798
불길하다	슬픔	0.2720000147819519
불만족스럽다	혐오	0.9089999794960022
불만족하다	혐오	0.7080000042915344
불쌍하다	슬픔	0.6359999775886536
불안스럽다	기쁨	0.3619999885559082
불안정하다	슬픔	0.33799999952316284
불안하다	슬픔	0.3610000014305115
불쾌하다	혐오	0.8840000033378601
불편하다	혐오	0.671999990940094
뻔뻔스럽다	혐오	0.7730000019073486
뻔뻔하다	슬픔	0.34599998593330383
뿌듯하다	기쁨	0.8080000281333923
삐치다	사랑	0.4440000057220459
사랑스럽다	기쁨	0.9300000071525574
사랑하다	기쁨	0.9440000057220459
사무치다	슬픔	0.4519999921321869
소스라치다	분노	0.3540000021457672
삼삼하다	사랑	0.4059999883174896
상스럽다	슬픔	0.3240000009536743
생소하다	사랑	0.28299999237060547
서글프다	기쁨	0.6729999780654907
서러워하다	슬픔	0.49799999594688416
서럽다	슬픔	0.5879999995231628
서먹서먹하다	사랑	0.6480000019073486
서먹하다	사랑	0.6660000085830688
서운하다	기쁨	0.3059999942779541
선하다	기쁨	0.7850000262260437
섧다	분노	0.9369999766349792
섬뜩하다	기쁨	0.8479999899864197
섭섭하다	기쁨	0.8679999709129333
성가시다	사랑	0.8140000104904175
소외당하다	슬픔	0.4779999852180481
소외되다	슬픔	0.46799999475479126
소외시키다	슬픔	0.3050000071525574
소중하다	기쁨	0.9610000252723694
손상되다	분노	0.5059999823570251
손상시키다	분노	0.6869999766349792
손상하다	사랑	0.37299999594688416
솔깃하다	기쁨	0.6809999942779541
송구스럽다	슬픔	0.6039999723434448
수상쩍다	사랑	0.3319999873638153
수상하다	슬픔	0.3529999852180481
수줍다	슬픔	0.6899999976158142
수치스럽다	슬픔	0.4480000138282776
순화되다	기쁨	0.6729999780654907
순화시키다	기쁨	0.4399999976158142
순화하다	기쁨	0.9240000247955322
슬퍼하다	기쁨	0.9459999799728394
슬프다	기쁨	0.8830000162124634
시무룩하다	놀람	0.39399999380111694
시시하다	슬픔	0.3499999940395355
시원섭섭하다	기쁨	0.7440000176429749
시원스럽다	기쁨	0.7310000061988831
시원시원하다	기쁨	0.9120000004768372
시원찮다	분노	0.781000018119812
시원하다	기쁨	0.8970000147819519
신기하다	기쁨	0.8989999890327454
신나다	기쁨	0.8690000176429749
신비롭다	기쁨	0.9229999780654907
신비스럽다	기쁨	0.6690000295639038
신비하다	기쁨	0.4099999964237213
신통찮다	분노	0.5799999833106995
신통하다	분노	0.2809999883174896
실망스럽다	슬픔	0.43799999356269836
실망시키다	사랑	0.4059999883174896
실망하다	슬픔	0.3109999895095825
싫다	혐오	0.6869999766349792
싫어하다	혐오	0.8849999904632568
실증나다	기쁨	0.492000013589859
심란하다	분노	0.7229999899864197
심려하다	분노	0.871999979019165
심심찮다	분노	0.38600000739097595
심심하다	사랑	0.289000004529953
싱겁다	사랑	0.3160000145435333
쑥스럽다	슬픔	0.722000002861023
쓸쓸하다	슬픔	0.6079999804496765
아까워하다	혐오	0.47699999809265137
아깝다	슬픔	0.5600000023841858
아끼다	기쁨	0.9079999923706055
아니꼽다	사랑	0.2980000078678131
아리다	사랑	0.3499999940395355
아리송하다	사랑	0.6439999938011169
